〇,0; zéro,ling2
纳奥米,Naomy,na4 ao4 mi3
纳妾,Concubinage,na4 qie4
纳宠,prendre une concubine,na4 chong3
纳尔,Nael,na4 er3
纳尼亚,Le Monde de Narnia,Na4 ni2 ya4
纳斯达克,NASDAQ,Na4 si1 da2 ke4
纳新,accepter la nouveauté; prendre l'air; fig. Accepter de nouveaux membres (pour revigorer le partie); nouveau sang,na4 xin1
纳木错,Lac Namtso,Na4 mu4 cuo4
纳杰夫,Nadjaf,Na4 jie2 fu1
纳福,accepter une vie facile; profiter d'une retraite confortable,na4 fu2
纳税,payer des impôts,na4 shui4
纳税人,contribuable,na4 shui4 ren2
纳米,nm,na4 mi3
纳米技术,nanotechnologie,na4 mi3 ji4 shu4
纳米比亚,Namibie,Na4 mi3 bi3 ya4
纳粹,nazi,Na4 cui4
纳粹德国,Troisième Reich,Na4 cui4 De2 guo2
纳西,Naxi,Na4 xi1
纳西族,Naxi,Na4 xi1 zu2
纳豆,Natto,na4 dou4
纳赛尔,Gamal Abdel Nasser,Na4 sai4 er3
纳达尔,Nadal,Na4 da2 er3
纳闷,être perplexe ou intrigué; se trouver dans l'incertitude,na4 men4
纳闷儿,être perplexe; se demander,na4 men4 r
纵,vertical; longitudinal; laisser libre cours à; s'abandonner à; bondir,zong1
纵,vertical; longitudinal; laisser libre cours à; s'abandonner à; bondir,zong4
纵使,même si,zong4 shi3
纵向,longitudinal,zong4 xiang4
纵坐标,coordonnée verticale; ordonnée,zong4 zuo4 biao1
纵声,bruyamment; d'une voix forte,zong4 sheng1
纵容,laisser faire; tolérer,zong4 rong2
纵情,à coeur joie,zong4 qing2
纵断面,section verticale; section longitudinale,zong4 duan4 mian4
纵横,vertical et horizontal; en longueur et en largeur; librement; sans gêne,zong4 heng2
纵横交错,(expr. idiom.) sillonné,zong4 heng2 jiao1 cuo4
纵欲,se livrer à la débauche,zong4 yu4
纵波,vitesse d'onde,zong4 bo1
纵深,profondeur,zong4 shen1
纵火,mettre le feu,zong4 huo3
纵然,même si; pourtant,zong4 ran2
纵目,aussi loin que l'oeil peut voir,zong4 mu4
纵观,étudier en détail; enquête globale,zong4 guan1
纵览,vue panoramique; large enquête,zong4 lan3
纵论,parler librement,zong4 lun4
纵谈,parler librement,zong4 tan2
纵贯,lit. gauchir les cordes en tissant; fig. lignes verticales ou nord-sud; passer à travers; traverser dans la longueur; percer (part. nord-sud ou de haut en bas),zong4 guan4
纵身,d'un bond,zong4 shen1
纵酒,boire excessivement,zong4 jiu3
纵队,colonne; file,zong4 dui4
纵马,rendre les rênes à un cheval,zong5 ma3
纶,cordon de soie; ajuster; classer,lun2
纷,multiple; nombreux,fen1
纷乱,confus; mêlé; pêle-mêle; en vrac; en désordre,fen1 luan4
纷争,se disputer,fen1 zheng1
纷扰,confusion; trouble; désordre; agitation,fen1 rao3
纷杂,nombreux et confus; en bazar,fen1 za2
纷繁,très nombreux et complexes,fen1 fan2
纷纭,divers; varié,fen1 yun2
纷纷,confusément; en foule; en grand nombre,fen1 fen1
纷纷扬扬,voleter; flotter dans les airs; s'envoler légèrement; tournoyer (sous l'effet du vent),fen1 fen1 yang2 yang2
纷至沓来,venir l'un après l'autre; arriver à flot continu; se succéder sans trêve,fen1 zhi4 ta4 lai2
纷飞,tourbillonner; voler de toutes parts,fen1 fei1
纸,papier; document,zhi3
纸上谈兵,(expr. idiom.) de la stratégie militaire sur le papier; faire de la stratégie en chambre,zhi3 shang4 tan2 bing1
纸包饮品,brique de jus; boisson en brique,zhi3 bao1 yin3 pin3
纸品,produits en papier; papeterie,zhi3 pin3
纸婚,noces de papier,zhi3 hun1
纸尿布,couche-culotte jetable,zhi3 niao4 bu4
纸尿片,couche-culotte jetable,zhi3 niao4 pian4
纸尿裤,couche-culotte jetable,zhi3 niao4 ku4
纸屑,confettis,zhi3 xie4
纸巾,mouchoir en papier; serviette en papier,zhi3 jin1
纸币,billet de banque,zhi3 bi4
纸带,bande de papier,zhi3 dai4
纸张,papier,zhi3 zhang1
纸条,feuille de papier,zhi3 tiao2
纸杯,gobelet en carton,zhi3 bei1
纸板,carton,zhi3 ban3
纸模型,Maquette en carton,zhi3 mo2 xing2
纸浆,Pâte à papier,zhi3 jiang1
纸烟,cigarette,zhi3 yan1
纸片,morceau ou fragment de papier,zhi3 pian4
纸牌,carte,zhi3 pai2
纸皮,Carton (matériau),zhi3 pi2
纸箱,carton; boite en carton,zhi3 xiang1
纸老虎,tigre de papier,zhi3 lao3 hu3
纸花,fleur en papier,zhi3 hua1
纸醉金迷,mener une vie fastueuse et dépravée,zhi3 zui4 jin1 mi2
纸钞,billet de banque,zhi3 chao1
纸钱,papier-monnaie destiné à être brûlé pour les morts,zhi3 qian2
纸飞机,avion de papier,zhi3 fei1 ji1
纸鹤,grue de papier,zhi3 he4
纹,raie; veine,wen2
纹丝不动,(expr. idiom.) ne pas bouger d'un iota,wen2 si1 bu4 dong4
纹理,veines du bois ou de la pierre; lignes; veinures,wen2 li3
纹章,blasonnement,wen2 zhang1
纹路,"motif veiné; rides; grain (bois, etc.)",wen2 lu4
纹身,Tatouage,wen2 shen1
纺,filer; tordre,fang3
纺纱,filage,fang3 sha1
纺织,filature et tissage,fang3 zhi1
纺织厂,usine textile,fang3 zhi1 chang3
纺织品,textile,fang3 zhi1 pin3
纺织工业,industrie textile,fang3 zhi1 gong1 ye4
纺车,rouet (outil),fang3 che1
纺锤,fuseau; broche,fang3 chui2
纻,toile de ramie,zhu4
纽,noeud; bouton,niu3
纽伦堡,Nuremberg,Niu3 lun2 bao3
纽刻,sculpture sur sceaux (sculpture décorative de la partie haute du sceau),niu3 ke4
纽卡斯尔,Newcastle,Niu3 ka3 si1 er3
纽奥良,La Nouvelle-Orléans (Louisiane),Niu3 ao4 liang2
纽带,lien,niu3 dai4
纽扣,bouton,niu3 kou4
纽时,New York Times (abr.),Niu3 Shi2
纽约,New York,Niu3 yue1
纽约州,État de New York,Niu3 yue1 zhou1
纽约市,New York,Niu3 yue1 Shi4
纽约时报,The New York Times,Niu3 yue1 Shi2 bao4
纽约证券交易所,New York Stock Exchange,Niu3 yue1 Zheng4 quan4 Jiao1 yi4 suo3
纽芬兰,Terre-Neuve-et-Labrador,Niu3 fen1 lan2
纽西兰,Nouvelle-Zélande,Niu3 xi1 lan2
纾,abondant; ample; à l'aise; libérer; soulager; dégager,shu1
线,fil; ligne; rayon,xian4
线上,en ligne,xian4 shang4
线人,espion; informateur,xian4 ren2
线图,dessin au trait; diagramme; ligne graphique,xian4 tu2
线圈,bobine,xian4 quan1
线性,linéarité,xian4 xing4
线性代数,algèbre linéaire,xian4 xing4 dai4 shu4
线性方程组,Système d'équations linéaires,xian4 xing4 fang1 cheng2 zu3
线描,dessin au trait,xian4 miao2
线条,ligne; trait,xian4 tiao2
线段,Segment (mathématiques),xian4 duan4
线程,Thread (informatique),xian4 cheng2
线粒体,Mitochondrie,xian4 li4 ti3
线索,piste; trame,xian4 suo3
线绳,chaîne; corde de coton,xian4 sheng2
线缆,câble; fil; cordon (ordinateur),xian4 lan3
线虫,Nematoda,xian4 chong2
线路,circuit; ligne,xian4 lu4
线轴,dévidoir,xian4 zhou2
线速度,Vitesse,xian4 su4 du4
绀,violet ou pourpre,gan4
绂,écharpe; tenue pour sacrifice,fu2
练,s'exercer; s'entraîner; pratiquer; soie blanche,lian4
练习,s'exercer à; s'entraîner à; exercice,lian4 xi2
练习场,court d'entraînement; terrain d'entraînement,lian4 xi2 chang3
练习曲,étude (musique),lian4 xi2 qu1
练习本,cahier d'exercice,lian4 xi2 ben3
练兵,instruction de troupes,lian4 bing1
练功,faire des exercices de gymnastique; s'exercer pour améliorer son habileté; s'améliorer,lian4 gong1
练字,pratiquer l'écriture des caractères,lian4 zi4
练达,expérimenté; sophistiqué; mondain,lian4 da2
组,organiser; grouper; groupe; série; groupe; série,zu3
组件,module; unité; composant; assemblage,zu3 jian4
组分,composants; pièces individuelles montées en composant,zu3 fen4
组合,assembler; s'assembler; combinaison; combinatoire,zu3 he2
组图,image; diagramme; carte,zu3 tu2
组委会,comité d'organisation,zu3 wei3 hui4
组建,enrégimenter,zu3 jian4
组成,former; composer,zu3 cheng2
组成部分,élément standard; module,zu3 cheng2 bu4 fen4
组曲,suite de danses,zu3 qu3
组氨酸,histidine,zu3 an1 suan1
组织,organisation; tissu; organiser; former,zu3 zhi1
组织学,histologie,zu3 zhi1 xue2
组织法,Loi organique,zu3 zhi1 fa3
组织者,animateur,zu3 zhi1 zhe3
组织胺,histamine,zu3 zhi1 an4
组胺,Histamine,zu3 an4
组装,sous-assemblage,zu3 zhuang1
组词,combiner des mots; formation des mots,zu3 ci2
组长,chef de groupe; leader,zu3 zhang3
组阁,former un cabinet,zu3 ge2
绅,notable,shen1
绅士,gentilhomme; gentry,shen1 shi4
细,minutieusement; soigneusement; mince; fin,xi4
细分,subdivision; segmentation,xi4 fen1
细则,règlement détaillé; les détails de la règlementation,xi4 ze2
细嚼慢咽,(expr. idiom.) manger lentement,xi4 jiao2 man4 yan4
细姨,concubine,xi4 yi2
细密,fin (texture); méticuleux; fermé (analyse); détaillée,xi4 mi4
细小,petit; léger; insignifiant; trivial,xi4 xiao3
细微,fin; délicat; subtil,xi4 wei1
细心,attentif; soigneux,xi4 xin1
细支气管炎,bronchiolite,xi4 zhi1 qi4 guan3 yan2
细枝末节,détails mineurs; bagatelles,xi4 zhi1 mo4 jie2
细毛,duvet; fourrure fine (de martre etc.),xi4 mao2
细水长流,"lit. flux fin éternel; fig. l'économie vous emmènera loin; travailler de manière constante, petit à petit",xi4 shui3 chang2 liu2
细目,ventilation; répartition; éclatement,xi4 mu4
细看,examiner; effeuiller,xi4 kan4
细碎,fragments; morceaux,xi4 sui4
细线,filet,xi4 xian4
细细品味,parfum délicat; gout fin,xi4 xi4 pin3 wei4
细绳,chaîne; ficelle; corde,xi4 sheng2
细胞,cellule (biologie),xi4 bao1
细胞分裂,Division cellulaire,xi4 bao1 fen1 lie4
细胞器,Organite,xi4 bao1 qi4
细胞培养,culture cellulaire,xi4 bao1 pei2 yang3
细胞壁,paroi cellulaire,xi4 bao1 bi4
细胞学,cytologie,xi4 bao1 xue2
细胞核,noyau (biologie),xi4 bao1 he2
细胞生物学,biologie cellulaire,xi4 bao1 sheng1 wu4 xue2
细胞膜,Membrane plasmique,xi4 bao1 mo2
细胞质,cytoplasme,xi4 bao1 zhi4
细腻,fin et lisse; minutieux; détaillé,xi4 ni4
细致,minutieux; soigné; méticuleux,xi4 zhi4
细节,détail,xi4 jie2
细菌,bacteria,xi4 jun1
细菌武器,Arme biologique,xi4 jun1 wu3 qi4
细语,discuter avec une voix basse,xi4 yu3
细说,dire en détail,xi4 shuo1
细软,fin et doux; de grande valeur,xi4 ruan3
细辛,Asarum sieboldii,xi4 xin1
细长,sveltesse; finesse,xi4 chang2
细雨,"pluie fine; bruine; (titre d'un poème de Li Shangyin, sous la dynastie Tang)",xi4 yu3
细颗粒物,particules fines,xi4 ke1 li4 wu4
织,tisser; tricoter,zhi1
织女,tisserande,Zhi1 nu:3
织女星,Véga,Zhi1 nu:3 xing1
织布,vêtement tissé; tisser des vêtements,zhi1 bu4
织布机,Métier à tisser,zhi1 bu4 ji1
织机,métier à tisser,zhi1 ji1
织物,tissu; matériau tissé; textile,zhi1 wu4
织田信长,Nobunaga Oda,Zhi1 tian2 Xin4 chang2
终,finalement; en fin de compte; fin; mort; finir; achever,zhong1
终了,finir,zhong1 liao3
终于,finalement; enfin; finir par; à la fin,zhong1 yu2
终南山,"Monts Zhongnan, près de Xi'an; montagnes Taiyi",Zhong1 nan2 Shan1
终天,toute la journée; toute sa vie,zhong1 tian1
终审,dernière instance; jugement final; juger en dernier ressort,zhong1 shen3
终局,fin de partie; conclusion; résultat,zhong1 ju2
终年,toute l'année; âge à la mort,zhong1 nian2
终归,en fin de compte; à la fin; après tout,zhong1 gui1
终日,toute la journée,zhong1 ri4
终极,fondamentale (question),zhong1 ji2
终止,interrompre; mettre fin à; terminer; finir,zhong1 zhi3
终点,terminus; arrivée,zhong1 dian3
终点站,terminus; dernier arrêt sur une voie ferrée ou en bus,zhong1 dian3 zhan4
终生,toute la vie,zhong1 sheng1
终究,à la fin; malgré tout; quand même,zhong1 jiu1
终端,terminal informatique,zhong1 duan1
终端机,Terminal informatique,zhong1 duan1 ji1
终结,terminer; finir; achever,zhong1 jie2
终结者,terminator,Zhong1 jie2 zhe3
终老,passer ses dernières années,zhong1 lao3
终身,toute la vie; mariage,zhong1 shen1
绉,ridé; chiffonné; crêpe,zhou4
绊,trébucher; buter; entraver,ban4
绊倒,trébucher; faire un faux pas,ban4 dao3
绊脚石,pierre d'achoppement,ban4 jiao3 shi2
绋,câble; lier,fu2
绌,inadéquat; insuffisant,chu4
绍,continuer; (abréviation de la ville de Shaoxing); (nom de famille),shao4
绍莱,Cholet,Shao4 lai2
绎,démêler; tirer au clair,yi4
经,livre canonique; classique; constant; régulier; longitude; passer par; supporter; subir; gérer,jing1
经不住,être incapable de supporter,jing1 bu5 zhu4
经不起,être incapable de supporter; être incapable de résister,jing1 bu5 qi3
经久,prolongé,jing1 jiu3
经书,livres classiques du confucianisme; Écritures; sutras,jing1 shu1
经传,oeuvres classiques,jing1 zhuan4
经典,classique,jing1 dian3
经卷,volumes de classiques; manuscrits anciens,jing1 juan4
经历,passer par; vivre; avoir l'expérience; faire l'expérience de; expérience,jing1 li4
经历风雨,(expr. idiom.) traverser le vent et la pluie; traverser les orages de l'existence; traverser des épreuves; à travers les vicissitudes de la vie,jing1 li4 feng1 yu3
经受,subir; supporter,jing1 shou4
经合,Organisation de coopération et de développement économiques; OECD,Jing1 He2
经商,commercer,jing1 shang1
经堂,hall des Saintes Ecritures (bouddhisme),jing1 tang2
经常,souvent; constamment; courant; quotidien,jing1 chang2
经年,pendant des années; année après année,jing1 nian2
经年累月,pendant des années; au fil des ans,jing1 nian2 lei3 yue4
经度,longitude,jing1 du4
经得起,être capable de résister; être capable de supporter,jing1 de5 qi3
经手,passer par ses mains; manipuler; faire face à,jing1 shou3
经手人,personne en charge; mandataire; courtier,jing1 shou3 ren2
经文,prière,jing1 wen2
经期,menstruations,jing1 qi1
经查,après enquête,jing1 cha2
经济,économie,jing1 ji4
经济一体化,Integration économique,jing1 ji4 yi1 ti3 hua4
经济人,Homo oeconomicus,jing1 ji4 ren2
经济体,économie,jing1 ji4 ti3
经济体制,système économique,jing1 ji4 ti3 zhi4
经济作物,cultures industrielles,jing1 ji4 zuo4 wu4
经济全球化,finance internationale,jing1 ji4 quan2 qiu2 hua4
经济制度,économie,jing1 ji4 zhi4 du4
经济危机,crise économique,jing1 ji4 wei1 ji1
经济发展,développement économique et social,jing1 ji4 fa1 zhan3
经济史,Histoire économique,jing1 ji4 shi3
经济合作,coopération économique,jing1 ji4 he2 zuo4
经济周期,cycle économique,jing1 ji4 zhou1 qi1
经济地理学,géographie économique,jing1 ji4 di4 li3 xue2
经济增长,croissance économique,jing1 ji4 zeng1 zhang3
经济增长率,taux de croissance économique,jing1 ji4 zeng1 zhang3 lu:4
经济学,sciences économiques; économie,jing1 ji4 xue2
经济学家,économiste; économiste,jing1 ji4 xue2 jia1
经济师,économiste,jing1 ji4 shi1
经济建设,développement économique,jing1 ji4 jian4 she4
经济损失,perte économique; perte financière,jing1 ji4 sun3 shi1
经济效益,économique,jing1 ji4 xiao4 yi4
经济特区,zone économique spéciale; zone économique spéciale (chine),jing1 ji4 te4 qu1
经济犯罪,crimes et délits économiques,jing1 ji4 fan4 zui4
经济状况,situation économique,jing1 ji4 zhuang4 kuang4
经济界,cercles économiques,jing1 ji4 jie4
经济社会发展,développement économique et social,jing1 ji4 she4 hui4 fa1 zhan3
经济结构,structure économique,jing1 ji4 jie2 gou4
经济舱,classe économique,jing1 ji4 cang1
经济论坛,forum économique,jing1 ji4 lun4 tan2
经济问题,problème économique,jing1 ji4 wen4 ti2
经理,directeur; manager,jing1 li3
经理人,gestionnaire (personne),jing1 li3 ren2
经由,via; par,jing1 you2
经管,avoir le soin de; s'occuper de; être en charge de,jing1 guan3
经籍,texte sacré,jing1 ji2
经纪,gérer (une entreprise); gestionnaire; courtier,jing1 ji4
经纪人,courtier; agent,jing1 ji4 ren2
经纬,coordonnées géographiques,jing1 wei3
经纬仪,théodolite,jing1 wei3 yi2
经纬度,coordonnées géographiques,jing1 wei3 du4
经线,méridien,jing1 xian4
经络,méridien (médecine traditionnelle chinoise),jing1 luo4
经脉,canal dans la médecine traditionnelle chinoise,jing1 mai4
经营,exploiter; gérer,jing1 ying2
经营模式,Business model; modèle économique,jing1 ying2 mo2 shi4
经营理念,philosophie d'entreprise,jing1 ying2 li3 nian4
经营管理,opération et gestion,jing1 ying2 guan3 li3
经营管理人员,personnel de gestion,jing1 ying2 guan3 li3 ren2 yuan2
经营者,opérateur; directeur,jing1 ying2 zhe3
经营范围,champ d'activité,jing1 ying2 fan4 wei2
经营风险,risque d'entreprise,jing1 ying2 feng1 xian3
经贸,commerce,jing1 mao4
经费,budget; dépenses,jing1 fei4
经过,traverser; passer; à travers de; au moyen de; à la suite de; processus,jing1 guo4
经销,distribuer,jing1 xiao1
经销商,concessionnaire; vendeur; distributeur; courtier; agence; franchise; vente au détail,jing1 xiao1 shang1
经院哲学,scolastique,jing1 yuan4 zhe2 xue2
经验,expérience; faire l'expérience de,jing1 yan4
经验丰富,qui a une grande expérience,jing1 yan4 feng1 fu4
经验值,expérience (jeu de rôle),jing1 yan4 zhi2
绐,tricher; faire semblant; tromper,dai4
绑,lier; ligoter; attacher; ficeler; kidnapper; enlever,bang3
绑住,attacher; cramponner,bang3 zhu4
绑匪,kidnappeur,bang3 fei3
绑定,liaison; lier (virtuellement),bang3 ding4
绑带,bandage; bande molletière,bang3 dai4
绑扎,Binding,bang3 za1
绑架,enlever; kidnapper,bang3 jia4
绑票,enlèvement,bang3 piao4
绑腿,houseau,bang3 tui3
绒,duvet; laine fine,rong2
绒布,flanelle,rong2 bu4
绒毛,poil fin; duvet; villosité,rong2 mao2
绒线,fil de soie pour broderie; fil de laine; laine filée,rong2 xian4
结,nouer; noeud; unir; terminer,jie2
结,robuste; solide; produire des fruits,jie1
结业,terminer ses études(ou : son apprentissage); terminer ses études; terminer son apprentissage,jie2 ye4
结为,marié; épousé,jie2 wei2
结交,faire connaissance; se lier d'amitié,jie2 jiao1
结亲,(se) marier,jie2 qin1
结余,surplus; reste,jie2 yu2
结党营私,former une coterie (clique ou bande) qui poursuit ses intérêts privés; former des clans au service de ses ambitions personnelles,jie2 dang3 ying2 si1
结冰,geler; se glacer; se congeler,jie2 bing1
结发,(dans les temps anciens) attacher ses cheveux pour le passage à l'âge adulte,jie2 fa4
结合,combiner; unir; s'unir,jie2 he2
结合律,Associativité,jie2 he2 lu:4
结婚,se marier,jie2 hun1
结婚纪念日,anniversaire de mariage,jie2 hun1 ji4 nian4 ri4
结婚证,acte de mariage,jie2 hun1 zheng4
结婚证书,Permis de mariage,jie2 hun1 zheng4 shu1
结子,"noeud (dans une corde, une ficelle)",jie2 zi5
结存,équilibre; liquide en main,jie2 cun2
结实,solide; résistant; robuste,jie1 shi5
结对子,former des paires; jumeler,jie2 dui4 zi3
结尾,fin; terminaison; dénouement; conclusion,jie2 wei3
结局,résultat; dénouement; fin; issue,jie2 ju2
结巴,bégayer,jie1 ba5
结帐,liquider un compte; régler l'addition,jie2 zhang4
结怨,contracter une inimitié,jie2 yuan4
结成,former; constituer,jie2 cheng2
结拜,devenir frères ou soeurs assermentés,jie2 bai4
结晶,cristalliser; cristal; cristallisation,jie2 jing1
结晶体,cristal,jie2 jing1 ti3
结晶水,eau de cristallisation,jie2 jing1 shui3
结束,terminer; finir,jie2 shu4
结束时间,heure de fin,jie2 shu4 shi2 jian1
结束语,péroraison; épilogue,jie2 shu4 yu3
结构,structure; composition,jie2 gou4
结构式,Formule développée plane,jie2 gou4 shi4
结构调整,ajustement structurel (économie); aménagements de structure,jie2 gou4 tiao2 zheng3
结果,résultat; aboutissement; conséquence; fruit (d'un travail),jie2 guo3
结核,Tuberculose,jie2 he2
结核病,Tuberculose,jie2 he2 bing4
结案,conclure une affaire; liquider,jie2 an4
结梁子,(argot) commencer une querelle; s'engueuler,jie2 liang2 zi5
结点,crunode; nodus,jie2 dian3
结痂,croute; former une croute,jie2 jia1
结盟,former une alliance,jie2 meng2
结石,pierre; calcul; concrétion,jie2 shi2
